tips,total_plastic,total_n,species_FO,n_studies,plastic,clements2025_binomial,Clements2025_Order,Clements2025_Family,Clements2025_Common_name,Clements2025_Genus,studied,well_studied,mean_species_FO_weighted,Family
Chroicocephalus_brunnicephalus,NA,NA,NA,0,NA,Chroicocephalus brunnicephalus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Brown-headed Gull,Chroicocephalus,no,no,0.31647387999699833,Laridae
Chroicocephalus_bulleri,NA,NA,NA,0,NA,Chroicocephalus bulleri,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Black-billed Gull,Chroicocephalus,no,no,0.31647387999699833,Laridae
Chroicocephalus_genei,NA,NA,NA,0,NA,Chroicocephalus genei,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Slender-billed Gull,Chroicocephalus,no,no,0.31647387999699833,Laridae
Chroicocephalus_maculipennis,NA,NA,NA,0,NA,Chroicocephalus maculipennis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Brown-hooded Gull,Chroicocephalus,no,no,0.31647387999699833,Laridae
Chroicocephalus_serranus,NA,NA,NA,0,NA,Chroicocephalus serranus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Andean Gull,Chroicocephalus,no,no,0.31647387999699833,Laridae
Creagrus_furcatus,NA,NA,NA,0,NA,Creagrus furcatus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Swallow-tailed Gull,Creagrus,no,no,0.31647387999699833,Laridae
Diomedea_amsterdamensis,NA,NA,NA,0,NA,Diomedea amsterdamensis,Procellariiformes,Diomedeidae (Albatrosses),Amsterdam Albatross,Diomedea,no,no,0.31647387999699833,Diomedeidae
Eudyptes_filholi,NA,NA,NA,0,NA,Eudyptes filholi,Sphenisciformes,Spheniscidae (Penguins),Eastern Rockhopper Penguin,Eudyptes,no,no,0.31647387999699833,Spheniscidae
Eudyptes_pachyrhynchus,NA,NA,NA,0,NA,Eudyptes pachyrhynchus,Sphenisciformes,Spheniscidae (Penguins),Fiordland Penguin,Eudyptes,no,no,0.31647387999699833,Spheniscidae
Eudyptes_robustus,NA,NA,NA,0,NA,Eudyptes robustus,Sphenisciformes,Spheniscidae (Penguins),Snares Penguin,Eudyptes,no,no,0.31647387999699833,Spheniscidae
Eudyptes_schlegeli,NA,NA,NA,0,NA,Eudyptes schlegeli,Sphenisciformes,Spheniscidae (Penguins),Royal Penguin,Eudyptes,no,no,0.31647387999699833,Spheniscidae
Eudyptes_sclateri,NA,NA,NA,0,NA,Eudyptes sclateri,Sphenisciformes,Spheniscidae (Penguins),Erect-crested Penguin,Eudyptes,no,no,0.31647387999699833,Spheniscidae
Fregata_andrewsi,NA,NA,NA,0,NA,Fregata andrewsi,Suliformes,Fregatidae (Frigatebirds),Christmas Island Frigatebird,Fregata,no,no,0.31647387999699833,Fregatidae
Fregata_aquila,NA,NA,NA,0,NA,Fregata aquila,Suliformes,Fregatidae (Frigatebirds),Ascension Frigatebird,Fregata,no,no,0.31647387999699833,Fregatidae
Fregetta_lineata,NA,NA,NA,0,NA,Fregetta lineata,Procellariiformes,Oceanitidae (Southern Storm-Petrels),New Caledonian Storm-Petrel,Fregetta,no,no,0.31647387999699833,Oceanitidae
Fregetta_maoriana,NA,NA,NA,0,NA,Fregetta maoriana,Procellariiformes,Oceanitidae (Southern Storm-Petrels),New Zealand Storm-Petrel,Fregetta,no,no,0.31647387999699833,Oceanitidae
Gelochelidon_macrotarsa,NA,NA,NA,0,NA,Gelochelidon macrotarsa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Australian Tern,Gelochelidon,no,no,0.31647387999699833,Laridae
Gelochelidon_nilotica,NA,NA,NA,0,NA,Gelochelidon nilotica,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Gull-billed Tern,Gelochelidon,no,no,0.31647387999699833,Laridae
Gygis_microrhyncha,NA,NA,NA,0,NA,Gygis microrhyncha,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Little White-Tern,Gygis,no,no,0.31647387999699833,Laridae
Hydrobates_cheimomnestes,NA,NA,NA,0,NA,Hydrobates cheimomnestes,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Ainley's Storm-Petrel,Hydrobates,no,no,0.31647387999699833,Hydrobatidae
Hydrobates_homochroa,NA,NA,NA,0,NA,Hydrobates homochroa,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Ashy Storm-Petrel,Hydrobates,no,no,0.31647387999699833,Hydrobatidae
Hydrobates_jabejabe,NA,NA,NA,0,NA,Hydrobates jabejabe,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Cape Verde Storm-Petrel,Hydrobates,no,no,0.31647387999699833,Hydrobatidae
Hydrobates_matsudairae,NA,NA,NA,0,NA,Hydrobates matsudairae,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Matsudaira's Storm-Petrel,Hydrobates,no,no,0.31647387999699833,Hydrobatidae
Hydrobates_microsoma,NA,NA,NA,0,NA,Hydrobates microsoma,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Least Storm-Petrel,Hydrobates,no,no,0.31647387999699833,Hydrobatidae
Hydrobates_monteiroi,NA,NA,NA,0,NA,Hydrobates monteiroi,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Monteiro's Storm-Petrel,Hydrobates,no,no,0.31647387999699833,Hydrobatidae
Hydrobates_socorroensis,NA,NA,NA,0,NA,Hydrobates socorroensis,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Townsend's Storm-Petrel,Hydrobates,no,no,0.31647387999699833,Hydrobatidae
Hydrocoloeus_minutus,NA,NA,NA,0,NA,Hydrocoloeus minutus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Little Gull,Hydrocoloeus,no,no,0.31647387999699833,Laridae
Hydroprogne_caspia,NA,NA,NA,0,NA,Hydroprogne caspia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Caspian Tern,Hydroprogne,no,no,0.31647387999699833,Laridae
Ichthyaetus_hemprichii,NA,NA,NA,0,NA,Ichthyaetus hemprichii,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Sooty Gull,Ichthyaetus,no,no,0.31647387999699833,Laridae
Ichthyaetus_ichthyaetus,NA,NA,NA,0,NA,Ichthyaetus ichthyaetus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Pallas's Gull,Ichthyaetus,no,no,0.31647387999699833,Laridae
Ichthyaetus_leucophthalmus,NA,NA,NA,0,NA,Ichthyaetus leucophthalmus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",White-eyed Gull,Ichthyaetus,no,no,0.31647387999699833,Laridae
Ichthyaetus_relictus,NA,NA,NA,0,NA,Ichthyaetus relictus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Relict Gull,Ichthyaetus,no,no,0.31647387999699833,Laridae
Larosterna_inca,NA,NA,NA,0,NA,Larosterna inca,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Inca Tern,Larosterna,no,no,0.31647387999699833,Laridae
Larus_armenicus,NA,NA,NA,0,NA,Larus armenicus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Armenian Gull,Larus,no,no,0.31647387999699833,Laridae
Larus_atlanticus,NA,NA,NA,0,NA,Larus atlanticus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Olrog's Gull,Larus,no,no,0.31647387999699833,Laridae
Larus_belcheri,NA,NA,NA,0,NA,Larus belcheri,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Belcher's Gull,Larus,no,no,0.31647387999699833,Laridae
Larus_brachyrhynchus,NA,NA,NA,0,NA,Larus brachyrhynchus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Short-billed Gull,Larus,no,no,0.31647387999699833,Laridae
Larus_cachinnans,NA,NA,NA,0,NA,Larus cachinnans,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Caspian Gull,Larus,no,no,0.31647387999699833,Laridae
Larus_californicus,NA,NA,NA,0,NA,Larus californicus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",California Gull,Larus,no,no,0.31647387999699833,Laridae
Larus_livens,NA,NA,NA,0,NA,Larus livens,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Yellow-footed Gull,Larus,no,no,0.31647387999699833,Laridae
Larus_mongolicus,NA,NA,NA,0,NA,Larus mongolicus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Mongolian Gull,Larus,no,no,0.31647387999699833,Laridae
Larus_occidentalis,NA,NA,NA,0,NA,Larus occidentalis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Western Gull,Larus,no,no,0.31647387999699833,Laridae
Larus_vegae,NA,NA,NA,0,NA,Larus vegae,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Vega Gull,Larus,no,no,0.31647387999699833,Laridae
Leucocarbo_campbelli,NA,NA,NA,0,NA,Leucocarbo campbelli,Suliformes,Phalacrocoracidae (Cormorants and Shags),Campbell Islands Shag,Leucocarbo,no,no,0.31647387999699833,Phalacrocoracidae
Leucocarbo_carunculatus,NA,NA,NA,0,NA,Leucocarbo carunculatus,Suliformes,Phalacrocoracidae (Cormorants and Shags),New Zealand King Shag,Leucocarbo,no,no,0.31647387999699833,Phalacrocoracidae
Leucocarbo_chalconotus,NA,NA,NA,0,NA,Leucocarbo chalconotus,Suliformes,Phalacrocoracidae (Cormorants and Shags),Stewart Island Shag,Leucocarbo,no,no,0.31647387999699833,Phalacrocoracidae
Leucocarbo_colensoi,NA,NA,NA,0,NA,Leucocarbo colensoi,Suliformes,Phalacrocoracidae (Cormorants and Shags),Auckland Islands Shag,Leucocarbo,no,no,0.31647387999699833,Phalacrocoracidae
Leucocarbo_magellanicus,NA,NA,NA,0,NA,Leucocarbo magellanicus,Suliformes,Phalacrocoracidae (Cormorants and Shags),Magellanic Cormorant,Leucocarbo,no,no,0.31647387999699833,Phalacrocoracidae
Leucocarbo_onslowi,NA,NA,NA,0,NA,Leucocarbo onslowi,Suliformes,Phalacrocoracidae (Cormorants and Shags),Chatham Islands Shag,Leucocarbo,no,no,0.31647387999699833,Phalacrocoracidae
Leucocarbo_ranfurlyi,NA,NA,NA,0,NA,Leucocarbo ranfurlyi,Suliformes,Phalacrocoracidae (Cormorants and Shags),Bounty Islands Shag,Leucocarbo,no,no,0.31647387999699833,Phalacrocoracidae
Leucophaeus_fuliginosus,NA,NA,NA,0,NA,Leucophaeus fuliginosus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Lava Gull,Leucophaeus,no,no,0.31647387999699833,Laridae
Leucophaeus_modestus,NA,NA,NA,0,NA,Leucophaeus modestus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Gray Gull,Leucophaeus,no,no,0.31647387999699833,Laridae
Leucophaeus_pipixcan,NA,NA,NA,0,NA,Leucophaeus pipixcan,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Franklin's Gull,Leucophaeus,no,no,0.31647387999699833,Laridae
Leucophaeus_scoresbii,NA,NA,NA,0,NA,Leucophaeus scoresbii,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Dolphin Gull,Leucophaeus,no,no,0.31647387999699833,Laridae
Lophodytes_cucullatus,NA,NA,NA,0,NA,Lophodytes cucullatus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Hooded Merganser,Lophodytes,no,no,0.31647387999699833,Anatidae
Melanitta_americana,NA,NA,NA,0,NA,Melanitta americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Black Scoter,Melanitta,no,no,0.31647387999699833,Anatidae
Melanitta_stejnegeri,NA,NA,NA,0,NA,Melanitta stejnegeri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Stejneger's Scoter,Melanitta,no,no,0.31647387999699833,Anatidae
Mergellus_albellus,NA,NA,NA,0,NA,Mergellus albellus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Smew,Mergellus,no,no,0.31647387999699833,Anatidae
Mergus_squamatus,NA,NA,NA,0,NA,Mergus squamatus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Scaly-sided Merganser,Mergus,no,no,0.31647387999699833,Anatidae
Microcarbo_africanus,NA,NA,NA,0,NA,Microcarbo africanus,Suliformes,Phalacrocoracidae (Cormorants and Shags),Reed Cormorant,Microcarbo,no,no,0.31647387999699833,Phalacrocoracidae
Microcarbo_melanoleucos,NA,NA,NA,0,NA,Microcarbo melanoleucos,Suliformes,Phalacrocoracidae (Cormorants and Shags),Little Pied Cormorant,Microcarbo,no,no,0.31647387999699833,Phalacrocoracidae
Microcarbo_niger,NA,NA,NA,0,NA,Microcarbo niger,Suliformes,Phalacrocoracidae (Cormorants and Shags),Little Cormorant,Microcarbo,no,no,0.31647387999699833,Phalacrocoracidae
Microcarbo_pygmaeus,NA,NA,NA,0,NA,Microcarbo pygmaeus,Suliformes,Phalacrocoracidae (Cormorants and Shags),Pygmy Cormorant,Microcarbo,no,no,0.31647387999699833,Phalacrocoracidae
Nannopterum_harrisi,NA,NA,NA,0,NA,Nannopterum harrisi,Suliformes,Phalacrocoracidae (Cormorants and Shags),Flightless Cormorant,Nannopterum,no,no,0.31647387999699833,Phalacrocoracidae
Oceanites_pincoyae,NA,NA,NA,0,NA,Oceanites pincoyae,Procellariiformes,Oceanitidae (Southern Storm-Petrels),Pincoya Storm-Petrel,Oceanites,no,no,0.31647387999699833,Oceanitidae
Pachyptila_crassirostris,NA,NA,NA,0,NA,Pachyptila crassirostris,Procellariiformes,Procellariidae (Shearwaters and Petrels),Fulmar Prion,Pachyptila,no,no,0.31647387999699833,Procellariidae
Pachyptila_macgillivrayi,NA,NA,NA,0,NA,Pachyptila macgillivrayi,Procellariiformes,Procellariidae (Shearwaters and Petrels),MacGillivray's Prion,Pachyptila,no,no,0.31647387999699833,Procellariidae
Papasula_abbotti,NA,NA,NA,0,NA,Papasula abbotti,Suliformes,Sulidae (Boobies and Gannets),Abbott's Booby,Papasula,no,no,0.31647387999699833,Sulidae
Pelecanoides_garnotii,NA,NA,NA,0,NA,Pelecanoides garnotii,Procellariiformes,Procellariidae (Shearwaters and Petrels),Peruvian Diving-Petrel,Pelecanoides,no,no,0.31647387999699833,Procellariidae
Pelecanus_crispus,NA,NA,NA,0,NA,Pelecanus crispus,Pelecaniformes,Pelecanidae (Pelicans),Dalmatian Pelican,Pelecanus,no,no,0.31647387999699833,Pelecanidae
Pelecanus_onocrotalus,NA,NA,NA,0,NA,Pelecanus onocrotalus,Pelecaniformes,Pelecanidae (Pelicans),Great White Pelican,Pelecanus,no,no,0.31647387999699833,Pelecanidae
Pelecanus_philippensis,NA,NA,NA,0,NA,Pelecanus philippensis,Pelecaniformes,Pelecanidae (Pelicans),Spot-billed Pelican,Pelecanus,no,no,0.31647387999699833,Pelecanidae
Pelecanus_rufescens,NA,NA,NA,0,NA,Pelecanus rufescens,Pelecaniformes,Pelecanidae (Pelicans),Pink-backed Pelican,Pelecanus,no,no,0.31647387999699833,Pelecanidae
Pelecanus_thagus,NA,NA,NA,0,NA,Pelecanus thagus,Pelecaniformes,Pelecanidae (Pelicans),Peruvian Pelican,Pelecanus,no,no,0.31647387999699833,Pelecanidae
Phaetusa_simplex,NA,NA,NA,0,NA,Phaetusa simplex,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Large-billed Tern,Phaetusa,no,no,0.31647387999699833,Laridae
Phalacrocorax_capillatus,NA,NA,NA,0,NA,Phalacrocorax capillatus,Suliformes,Phalacrocoracidae (Cormorants and Shags),Japanese Cormorant,Phalacrocorax,no,no,0.31647387999699833,Phalacrocoracidae
Phalacrocorax_featherstoni,NA,NA,NA,0,NA,Phalacrocorax featherstoni,Suliformes,Phalacrocoracidae (Cormorants and Shags),Pitt Island Shag,Phalacrocorax,no,no,0.31647387999699833,Phalacrocoracidae
Phalacrocorax_fuscescens,NA,NA,NA,0,NA,Phalacrocorax fuscescens,Suliformes,Phalacrocoracidae (Cormorants and Shags),Black-faced Cormorant,Phalacrocorax,no,no,0.31647387999699833,Phalacrocoracidae
Phalacrocorax_fuscicollis,NA,NA,NA,0,NA,Phalacrocorax fuscicollis,Suliformes,Phalacrocoracidae (Cormorants and Shags),Indian Cormorant,Phalacrocorax,no,no,0.31647387999699833,Phalacrocoracidae
Phalacrocorax_nigrogularis,NA,NA,NA,0,NA,Phalacrocorax nigrogularis,Suliformes,Phalacrocoracidae (Cormorants and Shags),Socotra Cormorant,Phalacrocorax,no,no,0.31647387999699833,Phalacrocoracidae
Phalacrocorax_punctatus,NA,NA,NA,0,NA,Phalacrocorax punctatus,Suliformes,Phalacrocoracidae (Cormorants and Shags),Spotted Shag,Phalacrocorax,no,no,0.31647387999699833,Phalacrocoracidae
Phalaropus_tricolor,NA,NA,NA,0,NA,Phalaropus tricolor,Charadriiformes,Scolopacidae (Sandpipers and Allies),Wilson's Phalarope,Phalaropus,no,no,0.31647387999699833,Scolopacidae
Poikilocarbo_gaimardi,NA,NA,NA,0,NA,Poikilocarbo gaimardi,Suliformes,Phalacrocoracidae (Cormorants and Shags),Red-legged Cormorant,Poikilocarbo,no,no,0.31647387999699833,Phalacrocoracidae
Polysticta_stelleri,NA,NA,NA,0,NA,Polysticta stelleri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Steller's Eider,Polysticta,no,no,0.31647387999699833,Anatidae
Pseudobulweria_becki,NA,NA,NA,0,NA,Pseudobulweria becki,Procellariiformes,Procellariidae (Shearwaters and Petrels),Beck's Petrel,Pseudobulweria,no,no,0.31647387999699833,Procellariidae
Pseudobulweria_macgillivrayi,NA,NA,NA,0,NA,Pseudobulweria macgillivrayi,Procellariiformes,Procellariidae (Shearwaters and Petrels),Fiji Petrel,Pseudobulweria,no,no,0.31647387999699833,Procellariidae
Pterodroma_axillaris,NA,NA,NA,0,NA,Pterodroma axillaris,Procellariiformes,Procellariidae (Shearwaters and Petrels),Chatham Islands Petrel,Pterodroma,no,no,0.31647387999699833,Procellariidae
Pterodroma_cahow,NA,NA,NA,0,NA,Pterodroma cahow,Procellariiformes,Procellariidae (Shearwaters and Petrels),Bermuda Petrel,Pterodroma,no,no,0.31647387999699833,Procellariidae
Pterodroma_defilippiana,NA,NA,NA,0,NA,Pterodroma defilippiana,Procellariiformes,Procellariidae (Shearwaters and Petrels),Masatierra Petrel,Pterodroma,no,no,0.31647387999699833,Procellariidae
Pterodroma_deserta,NA,NA,NA,0,NA,Pterodroma deserta,Procellariiformes,Procellariidae (Shearwaters and Petrels),Desertas Petrel,Pterodroma,no,no,0.31647387999699833,Procellariidae
Pterodroma_feae,NA,NA,NA,0,NA,Pterodroma feae,Procellariiformes,Procellariidae (Shearwaters and Petrels),Cape Verde Petrel,Pterodroma,no,no,0.31647387999699833,Procellariidae
Pterodroma_hasitata,NA,NA,NA,0,NA,Pterodroma hasitata,Procellariiformes,Procellariidae (Shearwaters and Petrels),Black-capped Petrel,Pterodroma,no,no,0.31647387999699833,Procellariidae
Pterodroma_heraldica,NA,NA,NA,0,NA,Pterodroma heraldica,Procellariiformes,Procellariidae (Shearwaters and Petrels),Herald Petrel,Pterodroma,no,no,0.31647387999699833,Procellariidae
Pterodroma_madeira,NA,NA,NA,0,NA,Pterodroma madeira,Procellariiformes,Procellariidae (Shearwaters and Petrels),Zino's Petrel,Pterodroma,no,no,0.31647387999699833,Procellariidae
Pterodroma_magentae,NA,NA,NA,0,NA,Pterodroma magentae,Procellariiformes,Procellariidae (Shearwaters and Petrels),Magenta Petrel,Pterodroma,no,no,0.31647387999699833,Procellariidae
Pterodroma_occulta,NA,NA,NA,0,NA,Pterodroma occulta,Procellariiformes,Procellariidae (Shearwaters and Petrels),Vanuatu Petrel,Pterodroma,no,no,0.31647387999699833,Procellariidae
Puffinus_auricularis,NA,NA,NA,0,NA,Puffinus auricularis,Procellariiformes,Procellariidae (Shearwaters and Petrels),Townsend's Shearwater,Puffinus,no,no,0.31647387999699833,Procellariidae
Puffinus_bannermani,NA,NA,NA,0,NA,Puffinus bannermani,Procellariiformes,Procellariidae (Shearwaters and Petrels),Bannerman's Shearwater,Puffinus,no,no,0.31647387999699833,Procellariidae
Puffinus_baroli,NA,NA,NA,0,NA,Puffinus baroli,Procellariiformes,Procellariidae (Shearwaters and Petrels),Barolo Shearwater,Puffinus,no,no,0.31647387999699833,Procellariidae
Puffinus_boydi,NA,NA,NA,0,NA,Puffinus boydi,Procellariiformes,Procellariidae (Shearwaters and Petrels),Boyd's Shearwater,Puffinus,no,no,0.31647387999699833,Procellariidae
Puffinus_bryani,NA,NA,NA,0,NA,Puffinus bryani,Procellariiformes,Procellariidae (Shearwaters and Petrels),Bryan's Shearwater,Puffinus,no,no,0.31647387999699833,Procellariidae
Puffinus_elegans,NA,NA,NA,0,NA,Puffinus elegans,Procellariiformes,Procellariidae (Shearwaters and Petrels),Subantarctic Shearwater,Puffinus,no,no,0.31647387999699833,Procellariidae
Puffinus_heinrothi,NA,NA,NA,0,NA,Puffinus heinrothi,Procellariiformes,Procellariidae (Shearwaters and Petrels),Heinroth's Shearwater,Puffinus,no,no,0.31647387999699833,Procellariidae
Puffinus_myrtae,NA,NA,NA,0,NA,Puffinus myrtae,Procellariiformes,Procellariidae (Shearwaters and Petrels),Rapa Shearwater,Puffinus,no,no,0.31647387999699833,Procellariidae
Puffinus_opisthomelas,NA,NA,NA,0,NA,Puffinus opisthomelas,Procellariiformes,Procellariidae (Shearwaters and Petrels),Black-vented Shearwater,Puffinus,no,no,0.31647387999699833,Procellariidae
Puffinus_persicus,NA,NA,NA,0,NA,Puffinus persicus,Procellariiformes,Procellariidae (Shearwaters and Petrels),Persian Shearwater,Puffinus,no,no,0.31647387999699833,Procellariidae
Puffinus_subalaris,NA,NA,NA,0,NA,Puffinus subalaris,Procellariiformes,Procellariidae (Shearwaters and Petrels),Galapagos Shearwater,Puffinus,no,no,0.31647387999699833,Procellariidae
Rhodostethia_rosea,NA,NA,NA,0,NA,Rhodostethia rosea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Ross's Gull,Rhodostethia,no,no,0.31647387999699833,Laridae
Rynchops_albicollis,NA,NA,NA,0,NA,Rynchops albicollis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Indian Skimmer,Rynchops,no,no,0.31647387999699833,Laridae
Rynchops_flavirostris,NA,NA,NA,0,NA,Rynchops flavirostris,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",African Skimmer,Rynchops,no,no,0.31647387999699833,Laridae
Saundersilarus_saundersi,NA,NA,NA,0,NA,Saundersilarus saundersi,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Saunders's Gull,Saundersilarus,no,no,0.31647387999699833,Laridae
Somateria_fischeri,NA,NA,NA,0,NA,Somateria fischeri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spectacled Eider,Somateria,no,no,0.31647387999699833,Anatidae
Stercorarius_chilensis,NA,NA,NA,0,NA,Stercorarius chilensis,Charadriiformes,Stercorariidae (Skuas and Jaegers),Chilean Skua,Stercorarius,no,no,0.31647387999699833,Stercorariidae
Sterna_forsteri,NA,NA,NA,0,NA,Sterna forsteri,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Forster's Tern,Sterna,no,no,0.31647387999699833,Laridae
Sterna_striata,NA,NA,NA,0,NA,Sterna striata,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",White-fronted Tern,Sterna,no,no,0.31647387999699833,Laridae
Sterna_sumatrana,NA,NA,NA,0,NA,Sterna sumatrana,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Black-naped Tern,Sterna,no,no,0.31647387999699833,Laridae
Sterna_trudeaui,NA,NA,NA,0,NA,Sterna trudeaui,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Snowy-crowned Tern,Sterna,no,no,0.31647387999699833,Laridae
Sternula_antillarum,NA,NA,NA,0,NA,Sternula antillarum,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Least Tern,Sternula,no,no,0.31647387999699833,Laridae
Sternula_balaenarum,NA,NA,NA,0,NA,Sternula balaenarum,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Damara Tern,Sternula,no,no,0.31647387999699833,Laridae
Sternula_lorata,NA,NA,NA,0,NA,Sternula lorata,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Peruvian Tern,Sternula,no,no,0.31647387999699833,Laridae
Sternula_saundersi,NA,NA,NA,0,NA,Sternula saundersi,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Saunders's Tern,Sternula,no,no,0.31647387999699833,Laridae
Sternula_superciliaris,NA,NA,NA,0,NA,Sternula superciliaris,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Yellow-billed Tern,Sternula,no,no,0.31647387999699833,Laridae
Sula_brewsteri,NA,NA,NA,0,NA,Sula brewsteri,Suliformes,Sulidae (Boobies and Gannets),Cocos Booby,Sula,no,no,0.31647387999699833,Sulidae
Sula_granti,NA,NA,NA,0,NA,Sula granti,Suliformes,Sulidae (Boobies and Gannets),Nazca Booby,Sula,no,no,0.31647387999699833,Sulidae
Sula_nebouxii,NA,NA,NA,0,NA,Sula nebouxii,Suliformes,Sulidae (Boobies and Gannets),Blue-footed Booby,Sula,no,no,0.31647387999699833,Sulidae
Sula_variegata,NA,NA,NA,0,NA,Sula variegata,Suliformes,Sulidae (Boobies and Gannets),Peruvian Booby,Sula,no,no,0.31647387999699833,Sulidae
Synthliboramphus_craveri,NA,NA,NA,0,NA,Synthliboramphus craveri,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",Craveri's Murrelet,Synthliboramphus,no,no,0.31647387999699833,Alcidae
Synthliboramphus_scrippsi,NA,NA,NA,0,NA,Synthliboramphus scrippsi,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",Scripps's Murrelet,Synthliboramphus,no,no,0.31647387999699833,Alcidae
Synthliboramphus_wumizusume,NA,NA,NA,0,NA,Synthliboramphus wumizusume,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",Japanese Murrelet,Synthliboramphus,no,no,0.31647387999699833,Alcidae
Thalasseus_albididorsalis,NA,NA,NA,0,NA,Thalasseus albididorsalis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",West African Crested Tern,Thalasseus,no,no,0.31647387999699833,Laridae
Thalasseus_bengalensis,NA,NA,NA,0,NA,Thalasseus bengalensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Lesser Crested Tern,Thalasseus,no,no,0.31647387999699833,Laridae
Thalasseus_bernsteini,NA,NA,NA,0,NA,Thalasseus bernsteini,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Chinese Crested Tern,Thalasseus,no,no,0.31647387999699833,Laridae
Thalasseus_elegans,NA,NA,NA,0,NA,Thalasseus elegans,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Elegant Tern,Thalasseus,no,no,0.31647387999699833,Laridae
Urile_penicillatus,NA,NA,NA,0,NA,Urile penicillatus,Suliformes,Phalacrocoracidae (Cormorants and Shags),Brandt's Cormorant,Urile,no,no,0.31647387999699833,Phalacrocoracidae
